nom,nb_hab_2010,nb_hab_2012,diff2012_2010
Chirassimont,376,400,24
Noailly,776,800,24
Saint-Ilpize,176,200,24
Le Landreau,2876,2900,24
Ouzouer-sur-Trézée,1276,1300,24
Girolles,676,700,24
Beaumat,76,100,24
Frontenac,76,100,24
Ussel,76,100,24
Saint-Hilaire,76,100,24
Anglars,176,200,24
Ruffiac,176,200,24
Allons,176,200,24
Saint-Salvy,176,200,24
Le Pont-de-Montvert,276,300,24
Saint-Sauveur-de-Peyre,276,300,24
Saint-Philbert-en-Mauges,376,400,24
Saint-Rémy-la-Varenne,976,1000,24
Carnet,476,500,24
Lieusaint,376,400,24
Reffuveille,476,500,24
Sourdeval-les-Bois,176,200,24
Blainville-sur-Mer,1576,1600,24
Le Mesnil-au-Val,676,700,24
Bignicourt-sur-Saulx,176,200,24
Humbauville,76,100,24
Allemant,176,200,24
Bouchy-Saint-Genest,176,200,24
Belval-sous-Châtillon,176,200,24
Saint-Chéron,76,100,24
Jâlons,576,600,24
Anthenay,76,100,24
Rivières-Henruel,176,200,24
Donjeux,376,400,24
Lachapelle-en-Blaisy,76,100,24
Blaisy,76,100,24
Soyers,76,100,24
Saint-Pierre-sur-Orthe,476,500,24
Allain,476,500,24
Batilly,1276,1300,24
Marbache,1776,1800,24
Mignéville,176,200,24
Buxières-sous-les-Côtes,276,300,24
Samogneux,76,100,24
Montigny-lès-Vaucouleurs,76,100,24
Nettancourt,276,300,24
Sivry-sur-Meuse,376,400,24
Bono,2176,2200,24
Saint-Martin-sur-Oust,1276,1300,24
Guinzeling,76,100,24
Château-Bréhain,76,100,24
Schorbach,576,600,24
Ciez,376,400,24
La Collancelle,176,200,24
Thianges,176,200,24
Alligny-Cosne,876,900,24
Arzembouy,76,100,24
Sichamps,176,200,24
Vignol,76,100,24
Fresnes-sur-Escaut,7676,7700,24
Bry,376,400,24
Flesquières,276,300,24
Sailly-lez-Lannoy,1776,1800,24
Raucourt-au-Bois,176,200,24
Cattenières,676,700,24
Avesnes-sur-Helpe,4976,5000,24
Bailleval,1476,1500,24
Lachapelle-Saint-Pierre,876,900,24
Bouvresse,176,200,24
Pervenchères,376,400,24
Berjou,476,500,24
Genettes,176,200,24
Wail,276,300,24
Beaumerie-Saint-Martin,376,400,24
Herlin-le-Sec,176,200,24
Bécourt,276,300,24
Berles-Monchel,476,500,24
Valhuon,576,600,24
Montcavrel,376,400,24
Echinghen,376,400,24
La Madelaine-sous-Montreuil,176,200,24
Liencourt,276,300,24
Aix-en-Ergny,176,200,24
Sarton,176,200,24
Ménétrol,1576,1600,24
Olliergues,776,800,24
Parentignat,476,500,24
Saint-Gladie-Arrive-Munein,176,200,24
Samsons-Lion,76,100,24
Portet,176,200,24
Osmets,76,100,24
Saint-Martin,376,400,24
Guchen,376,400,24
Betpouy,76,100,24
Bolquère,776,800,24
Saint-Nabor,476,500,24
Duttlenheim,2876,2900,24
Eschau,4776,4800,24
Thal-Drulingen,176,200,24
Thannenkirch,476,500,24
Lautenbach,1576,1600,24
Wolschwiller,476,500,24
Oberhergheim,1176,1200,24
Fessenheim,2276,2300,24
Charnay,1076,1100,24
Chamelet,676,700,24
Noidans-lès-Vesoul,2076,2100,24
Vaux-le-Moncelot,76,100,24
La Neuvelle-lès-Scey,176,200,24
Dambenoît-lès-Colombe,276,300,24
Miellin,76,100,24
Curtil-sous-Buffières,76,100,24
Sailly,76,100,24
Chevagny-sur-Guye,76,100,24
Savianges,76,100,24
Livet-en-Saosnois,76,100,24
Courgenard,476,500,24
La Chapelle-aux-Choux,276,300,24
Aubigné-Racan,2076,2100,24
Avessé,376,400,24
Frontenex,1676,1700,24
Montvalezan,676,700,24
Saint-Michel-de-Maurienne,2776,2800,24
Aviernoz,776,800,24
Demi-Quartier,976,1000,24
Sainte-Croix-sur-Buchy,676,700,24
Criquiers,676,700,24
Beaurepaire,476,500,24
Autigny,276,300,24
Molagnies,176,200,24
Sainte-Marie-des-Champs,1476,1500,24
Saint-Wandrille-Rançon,1176,1200,24
Ardouval,176,200,24
Dhuisy,276,300,24
Voinsles,576,600,24
Villemer,676,700,24
Jutigny,576,600,24
Béhoust,476,500,24
La Hauteville,176,200,24
Thénezay,1476,1500,24
Paizay-le-Tort,476,500,24
Bazentin,76,100,24
Laucourt,176,200,24
Éterpigny,176,200,24
Senarpont,676,700,24
Aussac,276,300,24
Espinas,176,200,24
Châteauvieux,76,100,24
Saint-Malô-du-Bois,1476,1500,24
Voulême,376,400,24
Darnac,376,400,24
Thiéfosse,576,600,24
Noyers,676,700,24
Bessy-sur-Cure,176,200,24
Chailley,576,600,24
Charny,1676,1700,24
Mercy,76,100,24
Précy-sur-Vrin,476,500,24
Chamvres,676,700,24
Champmotteux,376,400,24
Buno-Bonnevaux,476,500,24
Villiers-le-Sec,176,200,24
Arro,76,100,24
Saint-Trivier-sur-Moignans,1877,1900,23
Saint-Martin-du-Frêne,1077,1100,23
Mionnay,2077,2100,23
Champfromier,677,700,23
Pizay,777,800,23
Logny-lès-Aubenton,77,100,23
Villers-le-Sec,277,300,23
Berrieux,177,200,23
Sainte-Geneviève,77,100,23
Coingt,77,100,23
Plomion,477,500,23
Fossoy,577,600,23
Essigny-le-Petit,377,400,23
Dallon,377,400,23
Œuilly,277,300,23
Andelaroche,277,300,23
Bayet,677,700,23
Saligny-sur-Roudon,777,800,23
Arfeuilles,677,700,23
Chavroches,277,300,23
Ébreuil,1277,1300,23
Rocles,377,400,23
Tortezais,177,200,23
Montfort,377,400,23
Châteauneuf-Miravail,77,100,23
Saint-Firmin,477,500,23
Séranon,477,500,23
Lalevade-d'Ardèche,1177,1200,23
Champlin,77,100,23
Leffincourt,177,200,23
Tourteron,177,200,23
Brécy-Brières,77,100,23
Élan,77,100,23
Sachy,177,200,23
Boutancourt,277,300,23
Argein,177,200,23
Herbisse,177,200,23
Poligny,77,100,23
Saint-Nicolas-la-Chapelle,77,100,23
Balignicourt,77,100,23
Longpré-le-Sec,77,100,23
Épothémont,177,200,23
Marcilly-le-Hayer,677,700,23
Grandes-Chapelles,377,400,23
Saint-Paulet,177,200,23
Tourouzelle,477,500,23
Montauriol,77,100,23
Roubia,477,500,23
Roquefeuil,277,300,23
Marseillette,677,700,23
Cazalrenoux,77,100,23
Alpuech,77,100,23
Agen-d'Aveyron,1077,1100,23
Saint-Igest,177,200,23
Saint-Pierre-Canivet,377,400,23
Colleville-sur-Mer,177,200,23
Montviette,177,200,23
Cheylade,277,300,23
Girgols,77,100,23
Sauvagnac,77,100,23
Suaux,377,400,23
Lésignac-Durand,177,200,23
Chabanais,1877,1900,23
Vasselay,1177,1200,23
Marigny-le-Cahouët,277,300,23
Millery,377,400,23
Benoisey,77,100,23
Prusly-sur-Ource,177,200,23
Villebichot,377,400,23
Laignes,777,800,23
Dampierre-en-Montagne,77,100,23
Kerien,277,300,23
Eyzerac,577,600,23
Sarrazac,377,400,23
Nabirat,377,400,23
Thenon,1277,1300,23
Eyvirat,277,300,23
Eygurande-et-Gardedeuil,377,400,23
Montferrand-du-Périgord,177,200,23
La Prétière,177,200,23
By,77,100,23
La Bosse,77,100,23
Franey,277,300,23
Pont-les-Moulins,177,200,23
Sainte-Jalle,277,300,23
Réauville,377,400,23
Amécourt,177,200,23
Boisemont,777,800,23
Villez-sur-le-Neubourg,277,300,23
Notre-Dame-de-l'Isle,677,700,23
Villettes,177,200,23
Trancrainville,177,200,23
Francourville,777,800,23
La Gaudaine,177,200,23
Trézilidé,277,300,23
Génolhac,877,900,23
Balesta,177,200,23
Saint-Jean-Lherm,377,400,23
Bazus,577,600,23
Mongausy,77,100,23
Saint-Hilaire-de-la-Noaille,377,400,23
Saint-Pierre-de-Mons,1077,1100,23
Chamadelle,677,700,23
Latresne,3277,3300,23
Le Châtellier,377,400,23
Trimer,177,200,23
Bazouges-la-Pérouse,1877,1900,23
Breteil,3377,3400,23
Saint-Benoît-des-Ondes,1077,1100,23
Le Tiercent,177,200,23
Saint-Civran,177,200,23
Mosnay,477,500,23
Saint-Aoustrille,177,200,23
Migné,277,300,23
Nohant-Vic,477,500,23
Saint-Nicolas-de-Bourgueil,1177,1200,23
Tournon-Saint-Pierre,477,500,23
Saint-Patrice,677,700,23
Saint-Aupre,1077,1100,23
Le Touvet,2977,3000,23
Thervay,377,400,23
Cressia,277,300,23
Bois-d'Amont,1677,1700,23
Rans,477,500,23
Champagnole,8077,8100,23
Montgaillard,577,600,23
Pujo-le-Plan,577,600,23
Savigny-sur-Braye,2177,2200,23
La Selle-sur-le-Bied,977,1000,23
Châtillon-le-Roi,277,300,23
Audeville,177,200,23
Montastruc,277,300,23
Bourgougnague,277,300,23
Lasserre,77,100,23
Trémons,377,400,23
Monteton,277,300,23
Saint-Laurent-de-Muret,177,200,23
Marchastel,77,100,23
Saint-Pierre-des-Tripiers,77,100,23
Lachamp,177,200,23
La Panouse,77,100,23
Saint-Florent-le-Vieil,2677,2700,23
Breil,277,300,23
Azeville,77,100,23
La Croix-Avranchin,477,500,23
Tirepied,777,800,23
Saint-Jean-du-Corail-des-Bois,77,100,23
Brécey,2177,2200,23
Chasseguey,77,100,23
Torigni-sur-Vire,2377,2400,23
Montigny-sur-Vesle,477,500,23
Rieux,177,200,23
Saint-Germain-la-Ville,577,600,23
Euvy,77,100,23
Aujeurres,77,100,23
Nully,177,200,23
Bologne,1877,1900,23
Osne-le-Val,277,300,23
Heuilley-Cotton,277,300,23
Saint-Pierre-des-Landes,977,1000,23
Ville-au-Val,177,200,23
Saint-Boingt,77,100,23
Villey-Saint-Étienne,1077,1100,23
Bertrichamps,1077,1100,23
Anoux,277,300,23
Montigny-sur-Chiers,477,500,23
Baudignécourt,77,100,23
Villers-lès-Mangiennes,77,100,23
Épinonville,77,100,23
Nubécourt,277,300,23
Étel,2077,2100,23
Dolving,377,400,23
Haspelschiedt,277,300,23
Dompierre-sur-Héry,77,100,23
Decize,5777,5800,23
Landas,2377,2400,23
Wallers,5577,5600,23
Vieux-Mesnil,577,600,23
Noirémont,177,200,23
La Neuville-Vault,177,200,23
Larbroye,477,500,23
Tessé-Froulay,377,400,23
Duisans,1177,1200,23
Witternesse,577,600,23
Ligny-Thilloy,577,600,23
Brunembert,377,400,23
Morchies,177,200,23
Dohem,777,800,23
Frencq,777,800,23
Willeman,177,200,23
Habarcq,677,700,23
Saint-Germain-près-Herment,77,100,23
Moriat,377,400,23
Vergheas,77,100,23
Escou,377,400,23
Béhorléguy,77,100,23
Arcizac-ez-Angles,277,300,23
Bartrès,477,500,23
Sentous,77,100,23
Benque,77,100,23
Stattmatten,677,700,23
Zœbersdorf,177,200,23
Hoffen,1177,1200,23
Petersbach,677,700,23
Salmbach,577,600,23
Bosselshausen,177,200,23
Willgottheim,1077,1100,23
Belmont,177,200,23
Lautenbachzell,977,1000,23
Rosières-sur-Mance,77,100,23
Couthenans,777,800,23
Montigny-lès-Cherlieu,177,200,23
Thieffrans,177,200,23
Aillevillers-et-Lyaumont,1677,1700,23
Gray-la-Ville,977,1000,23
Mélisey,1677,1700,23
Mont-lès-Seurre,177,200,23
Charnay-lès-Chalon,177,200,23
Chiddes,77,100,23
Saint-Bérain-sur-Dheune,577,600,23
Saint-Denis-de-Vaux,277,300,23
Roussillon-en-Morvan,277,300,23
Parcé-sur-Sarthe,2077,2100,23
Sainte-Jamme-sur-Sarthe,2077,2100,23
René,377,400,23
Reyvroz,477,500,23
Hautot-sur-Mer,1977,2000,23
Thiouville,277,300,23
Pissy-Pôville,1277,1300,23
Maniquerville,477,500,23
Triquerville,377,400,23
Émanville,577,600,23
Paroy,177,200,23
Mortery,177,200,23
Thénisy,277,300,23
Sonchamp,1577,1600,23
Taizé,777,800,23
La Bataille,77,100,23
Saint-Romans-des-Champs,177,200,23
Épagne-Épagnette,577,600,23
Longuevillette,77,100,23
Vaux-Marquenneville,77,100,23
Mont-Roc,177,200,23
Carbes,177,200,23
Bournazel,177,200,23
Bannières,177,200,23
Saint-Amans-Soult,1677,1700,23
Marsac,177,200,23
La Chaussée,177,200,23
Gouex,477,500,23
Mouterre-sur-Blourde,177,200,23
Lauthiers,77,100,23
Verrue,377,400,23
Janailhac,477,500,23
Bains-les-Bains,1277,1300,23
Givry,177,200,23
Auxelles-Bas,477,500,23
Bray-et-Lû,977,1000,23
Vigny,1077,1100,23
Vero,477,500,23
Rusio,77,100,23
Bigorno,77,100,23
Avapessa,77,100,23
Surjoux,78,100,22
Sauverny,1078,1100,22
Loupeigne,78,100,22
La Neuville-en-Beine,178,200,22
Vorges,378,400,22
Beauvois-en-Vermandois,278,300,22
Saint-Pont,578,600,22
Cesset,378,400,22
Le Castellet,278,300,22
Revest-du-Bion,578,600,22
La Bâtie-Vieille,278,300,22
Saint-Alban-en-Montagne,78,100,22
Colombier-le-Cardinal,278,300,22
Margny,178,200,22
Villers-le-Tourneur,178,200,22
Bazeilles,1978,2000,22
Grivy-Loisy,178,200,22
Bogny-sur-Meuse,5478,5500,22
Warnécourt,378,400,22
Signy-Montlibert,78,100,22
Vaucogne,78,100,22
Mergey,678,700,22
Fontenay-de-Bossery,78,100,22
Taurize,78,100,22
Camps-sur-l'Agly,78,100,22
Peyreleau,78,100,22
Ségur,578,600,22
Saint-Chamas,7778,7800,22
Fontaine-Henry,478,500,22
Bissières,178,200,22
Juaye-Mondaye,678,700,22
Étréham,278,300,22
Russy,178,200,22
Celoux,78,100,22
Exideuil,1078,1100,22
Bonnes,378,400,22
Lussac,278,300,22
Saint-Laurent-de-Céris,778,800,22
Sainte-Colombe,178,200,22
Coux,478,500,22
Burie,1278,1300,22
Givrezac,78,100,22
La Frédière,78,100,22
Thou,78,100,22
Crézancy-en-Sancerre,478,500,22
Le Lonzac,778,800,22
Clergoux,378,400,22
Soudaine-Lavinadière,178,200,22
Rosiers-d'Égletons,1078,1100,22
Varanges,778,800,22
Bellenod-sur-Seine,78,100,22
Rougemont,178,200,22
Izeure,778,800,22
Perrigny-lès-Dijon,1478,1500,22
Boncourt-le-Bois,278,300,22
Sombernon,978,1000,22
Censerey,178,200,22
Ruffey-lès-Beaune,678,700,22
Saint-Jean-Kerdaniel,578,600,22
Caurel,378,400,22
Saint-Pardoux-le-Neuf,178,200,22
Comberanche-et-Épeluche,178,200,22
Rudeau-Ladosse,178,200,22
Allemans,578,600,22
Saint-Avit-Rivière,78,100,22
Vallereuil,278,300,22
Montagnac-la-Crempse,378,400,22
Pessans,78,100,22
Feule,178,200,22
La Coucourde,978,1000,22
Saint-Agnan-en-Vercors,378,400,22
Francillon-sur-Roubion,178,200,22
Châtillon-Saint-Jean,1178,1200,22
Colonzelle,478,500,22
Château-sur-Epte,578,600,22
Richeville,278,300,22
Parville,278,300,22
Le Landin,178,200,22
Guitry,278,300,22
Rouvray,278,300,22
Le Bosc-Roger-en-Roumois,3178,3200,22
Saint-Ange-et-Torçay,278,300,22
Sarrecave,78,100,22
Montgaillard-sur-Save,78,100,22
Saint-Hilaire,1078,1100,22
Mauran,178,200,22
Massabrac,78,100,22
Vaux,278,300,22
Saint-Vincent,178,200,22
Laguian-Mazous,278,300,22
Saint-Pierre-d'Aubézies,78,100,22
Monprimblanc,278,300,22
Camiac-et-Saint-Denis,378,400,22
Le Puy,378,400,22
La Salvetat-sur-Agout,1178,1200,22
Cabrières,478,500,22
Clayes,678,700,22
Saint-Séglin,478,500,22
La Vernelle,778,800,22
Rosnay,578,600,22
Poulaines,878,900,22
Saint-Valentin,278,300,22
Sublaines,178,200,22
Poisat,2078,2100,22
Monteynard,478,500,22
Vourey,1578,1600,22
Hautecour,178,200,22
Saint-Loup,278,300,22
Lavans-lès-Saint-Claude,1878,1900,22
Fontainebrux,178,200,22
Chaumergy,478,500,22
Ossages,478,500,22
Monségur,378,400,22
Buanes,278,300,22
Saint-Maurice-sur-Adour,578,600,22
Autainville,378,400,22
Saint-Michel-sur-Rhône,778,800,22
Pinay,278,300,22
Autrac,78,100,22
Langeac,3978,4000,22
Saint-Vincent,978,1000,22
Chassagnes,178,200,22
Rauret,178,200,22
Vrigny,778,800,22
Crégols,78,100,22
Bouziès,78,100,22
Saint-Martin-Labouval,178,200,22
Cuzorn,878,900,22
Laussou,278,300,22
Saint-Pierre-sur-Dropt,278,300,22
Beauville,578,600,22
Le Longeron,2078,2100,22
Vauchrétien,1478,1500,22
La Haye-Bellefond,78,100,22
Branville-Hague,178,200,22
Breuville,378,400,22
Saint-James,2678,2700,22
Chérencé-le-Héron,378,400,22
Somme-Bionne,78,100,22
Val-de-Vesle,778,800,22
Conflans-sur-Seine,678,700,22
Tauxières-Mutry,278,300,22
Cheppes-la-Prairie,178,200,22
Chavot-Courcourt,378,400,22
Lamothe-en-Blaisy,78,100,22
Saint-Thiébault,278,300,22
Rangecourt,78,100,22
Thivet,278,300,22
Humes-Jorquenay,578,600,22
Saint-Ciergues,178,200,22
Enfonvelle,78,100,22
Vignory,278,300,22
Cirfontaines-en-Ornois,78,100,22
Uruffe,378,400,22
Dommarie-Eulmont,78,100,22
Réchicourt-la-Petite,78,100,22
Hoéville,178,200,22
Velaine-sous-Amance,278,300,22
Colombey-les-Belles,1378,1400,22
Le Neufour,78,100,22
Cléry-le-Grand,78,100,22
Villotte-sur-Aire,178,200,22
Érize-la-Brûlée,178,200,22
Missiriac,1078,1100,22
Saint-Servant,778,800,22
Montbronn,1678,1700,22
Soucht,1178,1200,22
Burlioncourt,178,200,22
Roupeldange,378,400,22
Ham-sous-Varsberg,2778,2800,22
Epping,578,600,22
La Marche,578,600,22
Crèvecur-sur-l'Escaut,678,700,22
Berlière,178,200,22
Guiscard,1878,1900,22
Villeselve,378,400,22
Arsy,778,800,22
Plainville,178,200,22
Sarcus,278,300,22
Vidai,78,100,22
Sainte-Marie-la-Robert,78,100,22
Tellières-le-Plessis,78,100,22
Bancourt,78,100,22
Senlis,178,200,22
Fauquembergues,978,1000,22
Quercamps,278,300,22
Loos-en-Gohelle,6778,6800,22
Hermies,1178,1200,22
Sapignies,178,200,22
Vacquerie-le-Boucq,78,100,22
Grévillers,378,400,22
Augerolles,878,900,22
Le Vernet-Sainte-Marguerite,278,300,22
Dorat,678,700,22
Saint-Ours,1578,1600,22
La Chapelle-sur-Usson,78,100,22
Nohanent,1878,1900,22
Mont-Disse,78,100,22
Orègue,478,500,22
Estaing,78,100,22
Viella,78,100,22
Boô-Silhen,278,300,22
Estampures,78,100,22
Lhez,78,100,22
Lescurry,178,200,22
Argelès-sur-Mer,9978,10000,22
Saint-Génis-des-Fontaines,2778,2800,22
Kirrberg,178,200,22
Retschwiller,278,300,22
Colroy-la-Roche,478,500,22
Hengwiller,178,200,22
Gungwiller,278,300,22
Biltzheim,378,400,22
Eschbach-au-Val,378,400,22
Saint-Didier-sous-Riverie,1178,1200,22
Chaponost,7978,8000,22
Chiroubles,378,400,22
Germigney,178,200,22
Pontcey,278,300,22
Lomont,378,400,22
Beaumotte-lès-Pin,278,300,22
La Chapelle-Thècle,478,500,22
Montchanin,5478,5500,22
Igé,878,900,22
Matour,1078,1100,22
Sainte-Radegonde,178,200,22
Saint-Vérand,178,200,22
Gilly-sur-Loire,478,500,22
Baudemont,678,700,22
Tramayes,978,1000,22
Fleurville,478,500,22
Neuvy-en-Champagne,378,400,22
Souvigné-sur-Même,178,200,22
Neufchâtel-en-Saosnois,978,1000,22
Tignes,2178,2200,22
Andilly,778,800,22
Normanville,578,600,22
Elbeuf,17178,17200,22
Le Fossé,478,500,22
Bretteville-du-Grand-Caux,1278,1300,22
Martigny,478,500,22
Vénestanville,178,200,22
Faÿ-lès-Nemours,478,500,22
Noyen-sur-Seine,378,400,22
Quiers,678,700,22
Villeneuve-le-Comte,1778,1800,22
Courgent,378,400,22
Ménigoute,878,900,22
Loubillé,378,400,22
Messé,178,200,22
Pamproux,1678,1700,22
Aubigny,178,200,22
Boussicourt,78,100,22
Embreville,578,600,22
Bailleul,278,300,22
Méharicourt,578,600,22
Mesnil-Saint-Georges,178,200,22
Punchy,78,100,22
Ochancourt,278,300,22
Marnaves,78,100,22
Montredon-Labessonnié,2078,2100,22
Cestayrols,478,500,22
Buisson,278,300,22
Saint-Denis-du-Payré,378,400,22
La Guérinière,1478,1500,22
Mauprévoir,678,700,22
Saint-Hilaire-les-Places,878,900,22
Sainte-Barbe,278,300,22
Viviers-le-Gras,178,200,22
Ouanne,678,700,22
Saint-Jean-de-Beauregard,278,300,22
Bernes-sur-Oise,2378,2400,22
Challes-la-Montagne,179,200,21
Mijoux,379,400,21
Prouvais,379,400,21
Montigny-lès-Condé,79,100,21
Gandelu,679,700,21
Marchais,379,400,21
Seboncourt,1079,1100,21
Limoise,179,200,21
Turriers,379,400,21
Auzet,79,100,21
Prads-Haute-Bléone,179,200,21
Sainte-Croix-à-Lauze,79,100,21
Rabou,79,100,21
Sigottier,79,100,21
Antonaves,179,200,21
Roquestéron-Grasse,79,100,21
Andon,579,600,21
Berre-les-Alpes,1279,1300,21
Sainte-Marguerite-Lafigère,79,100,21
Genestelle,279,300,21
Rompon,979,1000,21
Rocher,279,300,21
Chalandry-Elaire,579,600,21
Le Peyrat,479,500,21
Magnant,179,200,21
Lhuître,279,300,21
Pougy,279,300,21
Meurville,179,200,21
Vinets,179,200,21
Fanjeaux,779,800,21
La Louvière-Lauragais,79,100,21
Saint-Julien-de-Briola,79,100,21
Caudeval,179,200,21
Malviès,379,400,21
Roquefort-de-Sault,79,100,21
Prades-Salars,279,300,21
Langrune-sur-Mer,1779,1800,21
Banneville-sur-Ajon,379,400,21
Saint-Rémy,1079,1100,21
Asnelles,579,600,21
Cresseveuille,279,300,21
Lafeuillade-en-Vézie,579,600,21
Oradour,279,300,21
Lesterps,479,500,21
Chassenon,879,900,21
Clam,379,400,21
Varaize,579,600,21
Saugy,79,100,21
Sury-ès-Bois,279,300,21
Masseret,679,700,21
Chenailler-Mascheix,179,200,21
Ancey,379,400,21
Pernand-Vergelesses,279,300,21
Clamerey,179,200,21
Arc-sur-Tille,2479,2500,21
Étormay,79,100,21
Kermaria-Sulard,979,1000,21
Tréveneuc,779,800,21
La Malhoure,479,500,21
Le Bodéo,179,200,21
La Chapelle-Taillefert,379,400,21
Pontcharraud,79,100,21
Marsac,679,700,21
Monfaucon,279,300,21
Pazayac,879,900,21
Saint-Julien-de-Bourdeilles,79,100,21
Connezac,79,100,21
Saint-Cyr-les-Champagnes,279,300,21
Lavaur,79,100,21
Saint-Privat-des-Prés,579,600,21
Épenoy,579,600,21
Écurcey,279,300,21
Goumois,179,200,21
Villars-sous-Écot,379,400,21
Crosey-le-Grand,179,200,21
Bremondans,79,100,21
Montmaur-en-Diois,79,100,21
Saint-Jean-en-Royans,2979,3000,21
Beaumont-en-Diois,79,100,21
Flancourt-Catelon,479,500,21
Villers-en-Vexin,279,300,21
Saint-Aubin-le-Vertueux,879,900,21
Ouarville,579,600,21
Conie-Molitard,379,400,21
Cernay,79,100,21
Le Cloître-Pleyben,579,600,21
Vallabrix,379,400,21
Sommières,4479,4500,21
Saint-Nazaire-des-Gardies,79,100,21
Lodes,279,300,21
Sainte-Foy-d'Aigrefeuille,1979,2000,21
Aurignac,1179,1200,21
Galiax,179,200,21
Loubersan,179,200,21
Traversères,79,100,21
Fourcès,279,300,21
Soussac,179,200,21
Périssac,1079,1100,21
Saint-Étienne-de-Lisse,279,300,21
Blanquefort,14779,14800,21
Cours-de-Monségur,279,300,21
Saint-Laurent-des-Combes,279,300,21
Massugas,279,300,21
Saint-Julien-Beychevelle,679,700,21
Notre-Dame-de-Londres,479,500,21
Prades-sur-Vernazobre,279,300,21
Lieuran-Cabrières,279,300,21
Guipel,1579,1600,21
Osse,1179,1200,21
Arbrissel,279,300,21
Crozon-sur-Vauvre,379,400,21
Diou,279,300,21
Chemillé-sur-Dême,679,700,21
Saint-Arey,79,100,21
Nantes-en-Ratier,479,500,21
Clucy,79,100,21
Menotey,279,300,21
Bellecombe,79,100,21
Toulouzette,279,300,21
Orist,679,700,21
Garrey,179,200,21
Saint-Cyr-du-Gault,179,200,21
Candé-sur-Beuvron,1479,1500,21
Saint-Marcel-de-Félines,779,800,21
Grézolles,279,300,21
Salles,479,500,21
Adon,179,200,21
La Selle-en-Hermoy,779,800,21
Langesse,79,100,21
Labrosse,79,100,21
Carayac,79,100,21
Le Boulvé,179,200,21
Issepts,179,200,21
Sonac,79,100,21
Saint-Cirgues,379,400,21
Luzech,1679,1700,21
Cénevières,179,200,21
Douzains,279,300,21
Savignac-sur-Leyze,279,300,21
Peyrière,279,300,21
Monségur,379,400,21
La Salle-Prunet,179,200,21
Saint-Laurent-de-Trèves,179,200,21
Saint-Laurent-du-Mottay,779,800,21
Bourgneuf-en-Mauges,679,700,21
Saint-Sulpice,179,200,21
Chevry,79,100,21
Golleville,179,200,21
Réville,1179,1200,21
Mancy,279,300,21
Sept-Saulx,579,600,21
Saint-Utin,79,100,21
Pogny,879,900,21
Ay,4079,4100,21
Lhéry,79,100,21
Romery,179,200,21
Neuville-au-Pont,179,200,21
Fays,79,100,21
Orquevaux,79,100,21
Harréville-les-Chanteurs,279,300,21
Saint-Jean-sur-Erve,479,500,21
Loigné-sur-Mayenne,879,900,21
Fillières,479,500,21
Merviller,379,400,21
Gémonville,79,100,21
Thiaville-sur-Meurthe,479,500,21
Labry,1679,1700,21
Cons-la-Grandville,579,600,21
Thuilley-aux-Groseilles,479,500,21
Saint-Firmin,279,300,21
Jeandelize,379,400,21
Stenay,2779,2800,21
Marchéville-en-Woëvre,79,100,21
Brixey-aux-Chanoines,79,100,21
Évriguet,179,200,21
Rolbing,279,300,21
Elzange,779,800,21
Illange,1979,2000,21
Conthil,179,200,21
Silly-sur-Nied,679,700,21
Teting-sur-Nied,1379,1400,21
Guerting,879,900,21
Xocourt,79,100,21
Saint-Brisson,279,300,21
Cossaye,779,800,21
Saint-Aubin-des-Chaumes,79,100,21
Metz-le-Comte,179,200,21
Colleret,1679,1700,21
Noyelles-lès-Seclin,879,900,21
Reumont,379,400,21
Bouillancy,379,400,21
Ville,779,800,21
Pontoise-lès-Noyon,479,500,21
Saint-Pierre-es-Champs,679,700,21
Mouchy-le-Châtel,79,100,21
Villers-Saint-Barthélemy,479,500,21
Saint-Paul,1579,1600,21
Monchy-Saint-Éloi,1979,2000,21
Ginai,79,100,21
Marmouillé,179,200,21
Saires-la-Verrerie,279,300,21
Fel,279,300,21
L'Épinay-le-Comte,179,200,21
Attaques,1979,2000,21
Ruyaulcourt,279,300,21
Hesmond,179,200,21
Le Souich,179,200,21
Labroye,179,200,21
Courset,479,500,21
Neuvireuil,479,500,21
Chas,379,400,21
Corent,679,700,21
Beyrie-en-Béarn,179,200,21
Tadousse-Ussau,79,100,21
Lalonquette,279,300,21
Cette-Eygun,79,100,21
Doumy,279,300,21
Lescun,179,200,21
Louit,179,200,21
Juncalas,179,200,21
Layrisse,179,200,21
Esquièze-Sère,379,400,21
Aventignan,179,200,21
Allier,379,400,21
Saint-Paul-de-Fenouillet,1879,1900,21
Flexbourg,479,500,21
Steinbourg,1979,2000,21
Wickerschwihr,779,800,21
Saint-Loup,979,1000,21
Bâties,79,100,21
Malbouhans,379,400,21
Lieucourt,79,100,21
Bourbévelle,79,100,21
Lucenay-l'Évêque,379,400,21
Créot,79,100,21
La Motte-Saint-Jean,1179,1200,21
Montagny-près-Louhans,479,500,21
Jambles,479,500,21
Moroges,579,600,21
Davayé,679,700,21
Saint-Mard-de-Vaux,279,300,21
Parigné-le-Pôlin,1079,1100,21
Dissé-sous-le-Lude,579,600,21
Neuvillalais,579,600,21
Tresson,479,500,21
Saint-Pierre-de-Soucy,379,400,21
Montsapey,79,100,21
Cevins,679,700,21
Champagny-en-Vanoise,679,700,21
Arthaz-Pont-Notre-Dame,1279,1300,21
